""	"SRR7170030"	"SRR7170031"	"SRR7170032"	"SRR7170033"	"SRR7170034"	"SRR7170035"
"2410002F23Rik"	3085	2424	2790	1417	1140	1803
"2410003I16Rik"	0	0	0	3	0	1
"2410003L11Rik"	0	0	0	0	0	0
"2410004B18Rik"	728	594	528	504	568	637
"2410004I01Rik"	0	4	1	7	4	8
"2410004P03Rik"	0	8	0	14	31	26
"2410006H16Rik"	219	231	249	311	118	191
"2410012E07Rik"	0	0	0	0	0	0
"2410017I17Rik"	0	0	0	0	0	0
"2410018L13Rik"	0	0	0	0	0	0
"2410021H03Rik"	1	3	0	4	2	0
"2410022M11Rik"	88	67	46	136	109	134
"2410080I02Rik"	0	0	0	0	1	0
"2410124H12Rik"	7	1	0	28	8	12
"2410137M14Rik"	0	0	0	0	0	0
"2500002B13Rik"	24	51	45	25	23	19
"2500004C02Rik"	83	133	90	147	108	184
"2510002D24Rik"	665	836	593	797	538	540
"2510003B16Rik"	12	7	6	11	2	8
"2510009E07Rik"	1152	572	491	2279	1916	1623
"2510022D24Rik"	174	143	125	186	103	131
"2510039O18Rik"	1989	1755	1938	1937	1645	1726
"2600006K01Rik"	0	1	2	14	2	3
"2600014E21Rik"	0	0	0	0	0	0
"2610005L07Rik"	191	156	223	133	88	81
"2610008E11Rik"	608	569	474	427	706	624
"2610016A17Rik"	0	0	0	0	0	0
"2610017A05Rik"	7	1	1	1	3	3
"2610020C07Rik"	43	25	49	27	55	33
"2610024D14Rik"	0	0	13	0	0	3
"2610027F03Rik"	0	0	0	0	0	0
"2610027K06Rik"	0	1	0	0	0	0
"2610028E06Rik"	8	0	0	2	9	25
"2610028H24Rik"	0	0	1	0	0	0
"2610029K11Rik"	71	47	38	138	81	76
"2610035D17Rik"	1078	1155	1093	998	843	1103
"2610035F20Rik"	0	0	0	0	0	0
"2610037D02Rik"	0	0	1	5	0	3
"2610042L04Rik"	2	17	16	11	7	13
"2610203C22Rik"	0	0	0	0	0	0
"2610206C17Rik"	0	11	2	0	0	12
"2610300M13Rik"	0	0	0	0	0	0
"2610306M01Rik"	69	103	77	205	142	160
"2610307P16Rik"	88	34	77	20	22	39
"2610316D01Rik"	3	1	7	21	6	0
"2610318M16Rik"	0	0	0	0	0	0
"2610318N02Rik"	505	479	335	354	305	506
"2610507I01Rik"	369	246	205	503	205	166
"2610524H06Rik"	730	501	516	767	593	779
"2610528J11Rik"	171	87	89	232	184	235
"2700003A03Rik"	1	0	0	9	0	5
"2700012I20Rik"	3	2	11	18	18	9
"2700038G22Rik"	181	115	118	67	50	76
"2700046A07Rik"	0	0	5	0	0	0
"2700049A03Rik"	566	531	578	398	354	372
"2700054A10Rik"	146	66	74	64	17	96
"2700062C07Rik"	373	365	346	274	251	236
"2700068H02Rik"	0	0	0	0	0	0
"2700069I18Rik"	0	0	0	0	3	3
"2700070H01Rik"	0	0	0	3	12	6
"2700089I24Rik"	0	0	0	0	0	0
"2700097O09Rik"	501	702	678	415	441	599
"2700099C18Rik"	184	171	159	86	34	98
"2810001A02Rik"	0	0	0	0	0	0
"2810001G20Rik"	464	466	411	159	153	187
"2810002D19Rik"	189	241	200	191	147	284
"2810004N23Rik"	1596	1452	1188	926	1023	1299
"2810013P06Rik"	273	176	174	366	259	383
"2810021J22Rik"	171	167	212	256	96	213
"2810025M15Rik"	878	815	700	735	655	872
"2810029C07Rik"	27	19	22	13	6	21
"2810030D12Rik"	0	0	0	0	0	0
"2810032G03Rik"	34	30	8	15	10	35
"2810039B14Rik"	28	17	16	21	4	19
"2810047C21Rik1"	5	0	1	1	0	0
"2810048H02Rik"	0	0	0	0	0	0
"2810049E08Rik"	0	0	0	0	0	0
"2810403D21Rik"	23	15	16	12	10	18
"2810404M03Rik"	0	0	0	0	0	0
"2810405F15Rik"	9	6	21	33	11	5
"2810405F17Rik"	0	0	0	0	0	0
"2810407A14Rik"	0	0	0	12	0	0
"2810408A11Rik"	267	152	157	202	196	210
"2810408B13Rik"	29	26	47	47	60	35
"2810408I11Rik"	173	209	206	71	77	137
"2810414N06Rik"	59	22	16	70	62	35
"2810425M01Rik"	0	0	0	0	0	0
"2810429I04Rik"	135	96	57	68	86	78
"2810433D01Rik"	4	8	0	0	11	6
"2810442N19Rik"	0	0	0	1	2	0
"2810449D17Rik"	42	25	20	61	41	39
"2810454H06Rik"	26	40	36	4	16	2
"2810459M11Rik"	0	0	0	0	0	6
"2810471M01Rik"	0	0	0	0	0	0
"2900005J15Rik"	0	0	0	0	0	0
"2900009J06Rik"	4	6	4	1	5	5
"2900024J01Rik"	0	0	0	3	0	3
"2900026A02Rik"	1468	1422	1469	1638	1684	1811
"2900040C04Rik"	0	0	0	0	0	0
"2900041M22Rik"	1	6	0	0	3	1
"2900052L18Rik"	12	13	39	10	13	7
"2900052N01Rik"	0	0	0	0	0	0
"2900057B20Rik"	0	0	0	0	4	0
"2900060B14Rik"	0	0	1	2	5	0
"2900060L22Rik"	2	0	0	3	1	0
"2900060N12Rik"	9	2	2	6	0	4
"2900076A07Rik"	125	152	140	70	30	38
"2900079G21Rik"	0	0	0	0	0	0
"2900089D17Rik"	1	2	4	0	0	1
"2900092C05Rik"	0	0	0	0	0	0
"2900092D14Rik"	0	0	0	0	0	0
"2900093K20Rik"	10	12	10	15	15	6
"3000002C10Rik"	86	31	64	17	31	27
"3010001F23Rik"	37	38	22	35	9	24
"3010003L21Rik"	53	56	46	53	44	29
"3100003L05Rik"	0	0	0	0	0	0
"3110004A20Rik"	0	0	0	0	0	0
"3110006O06Rik"	0	0	0	1	0	1
"3110009E18Rik"	106	80	94	93	67	105
"3110009F21Rik"	0	0	0	14	0	0
"3110015C05Rik"	0	0	2	0	1	0
"3110021A11Rik"	0	0	0	0	0	0
"3110039M20Rik"	0	0	0	0	0	0
"3110040M04Rik"	0	0	0	0	0	0
"3110040N11Rik"	398	375	357	525	367	445
"3110045C21Rik"	13	36	26	67	72	61
"3110053B16Rik"	10	18	18	29	29	21
"3110056K07Rik"	48	91	61	96	59	112
"3110067G11Rik"	0	0	0	0	0	0
"3110070M22Rik"	30	42	22	12	0	1
"3110082I17Rik"	1421	1257	1261	774	784	1139
"3110082J24Rik"	0	0	0	0	0	0
"3110083C13Rik"	48	30	11	30	31	14
"3110099E03Rik"	735	670	687	627	676	775
"3200001D21Rik"	0	0	1	1	1	0
"3222401L13Rik"	5	15	26	22	38	36
"3300002A11Rik"	0	0	0	0	0	0
"3300002I08Rik"	112	147	131	199	181	182
"3300002P09Rik"	137	114	87	191	135	190
"3300002P13Rik"	0	0	0	0	0	0
"3300005D01Rik"	0	0	0	0	0	0
"3425401B19Rik"	0	0	0	0	0	0
"3632454L22Rik"	2	1	2	0	0	0
"3830403N18Rik"	0	15	0	0	0	0
"3830408C21Rik"	10	9	25	32	15	19
"3830432H09Rik"	0	4	0	0	0	0
"3930402G23Rik"	10	0	7	0	0	6
"4122401K19Rik"	0	0	0	6	1	9
"4631405J19Rik"	0	0	0	0	0	0
"4632404H12Rik"	47	47	17	48	21	49
"4632415L05Rik"	241	154	244	262	140	200
"4632427E13Rik"	28	16	9	17	14	14
"4632428C04Rik"	0	0	0	1	0	0
"4732414G09Rik"	0	0	0	0	0	3
"4732416N19Rik"	1	1	2	0	0	2
"4732419C18Rik"	0	1	0	8	0	0
"4732440D04Rik"	51	1	6	6	17	25
"4732465J04Rik"	0	0	0	0	0	0
"4732471J01Rik"	17	6	24	7	9	12
"4732490B19Rik"	0	0	0	12	0	22
"4732491K20Rik"	29	9	19	52	27	24
"4732496C06Rik"	9	0	0	7	0	0
"4831407H17Rik"	0	0	0	1	0	0
"4831440D22Rik"	0	1	0	0	7	1
"4831440E17Rik"	1	2	7	12	2	2
"4833407H14Rik"	2	0	3	0	0	14
"4833411C07Rik"	0	0	0	0	0	0
"4833412C05Rik"	3	2	0	0	0	0
"4833413N01Rik"	0	0	0	0	0	0
"4833415N18Rik"	0	0	0	6	0	0
"4833417C18Rik"	4	8	10	6	2	23
"4833418N02Rik"	12	13	4	32	19	2
"4833419F23Rik"	4	2	0	10	3	0
"4833420G17Rik"	759	433	373	260	240	185
"4833422C13Rik"	0	1	1	0	0	0
"4833422M21Rik"	5	2	1	0	0	0
"4833427F10Rik"	1	0	0	0	0	0
"4833428L15Rik"	0	0	0	0	0	0
"4833438C02Rik"	24	15	13	16	13	19
"4833439F03Rik"	3	5	4	0	6	6
"4833439L19Rik"	4928	3875	4361	2753	2864	3057
"4833447I15Rik"	0	0	0	0	1	0
"4921504A21Rik"	30	1	1	14	21	19
"4921504E06Rik"	0	0	0	0	0	0
"4921507G05Rik"	10	0	0	3	5	5
"4921508D12Rik"	0	0	0	0	0	0
"4921509C19Rik"	0	0	0	0	0	0
"4921509O07Rik"	0	0	0	0	0	0
"4921511C10Rik"	5	0	1	4	0	2
"4921511C20Rik"	0	0	0	0	0	0
"4921511I17Rik"	0	0	0	0	0	0
"4921513H07Rik"	0	0	0	0	0	0
"4921513I03Rik"	0	0	0	0	0	0
"4921515E04Rik"	0	0	0	0	0	0
"4921515G04Rik"	17	13	17	28	20	24
"4921517D16Rik"	18	2	7	20	16	0
"4921517D22Rik"	0	0	0	0	0	0
"4921518K17Rik"	0	0	0	0	0	0
"4921522P10Rik"	52	81	83	12	38	70
"4921524J17Rik"	359	336	371	265	289	239
"4921524L21Rik"	0	0	0	0	0	0
"4921525D07Rik"	0	0	0	0	0	0
"4921525O09Rik"	10	0	0	0	0	0
"4921528I07Rik"	0	0	0	0	0	0
"4921529L05Rik"	0	0	0	0	0	0
"4921531C22Rik"	73	38	65	75	58	84
"4921531P14Rik"	0	0	0	0	0	0
"4921533I20Rik"	0	0	0	0	0	0
"4921534H16Rik"	0	0	0	0	0	0
"4921536K21Rik"	7	2	0	1	3	4
"4921539E11Rik"	0	0	0	0	0	0
"4922502B01Rik"	0	0	0	0	0	0
"4922502H24Rik"	0	0	0	0	0	0
"4922502N22Rik"	0	0	0	0	0	0
"4930401C15Rik"	0	0	0	0	0	0
"4930401G09Rik"	0	0	0	0	0	0
"4930401O10Rik"	0	0	0	0	0	0
"4930401O12Rik"	1	0	0	0	1	0
"4930402D18Rik"	0	0	0	0	0	0
"4930402F06Rik"	0	0	0	0	0	0
"4930402F11Rik"	0	0	0	0	0	0
"4930402K13Rik"	0	0	0	0	0	0
"4930403D09Rik"	0	0	0	0	0	0
"4930404A05Rik"	0	0	0	0	0	0
"4930404H11Rik"	0	0	0	0	0	0
"4930404H24Rik"	0	0	0	0	5	0
"4930404I05Rik"	0	3	1	0	0	0
"4930404I20Rik"	0	0	0	0	0	0
"4930404K13Rik"	0	0	0	0	0	0
"4930405A10Rik"	0	0	0	0	0	0
"4930405A21Rik"	0	8	0	4	6	15
"4930405D01Rik"	0	0	0	0	0	0
"4930405D11Rik"	0	0	0	0	0	0
"4930405H06Rik"	1	0	0	0	0	0
"4930405J17Rik"	0	0	0	0	0	0
"4930405L22Rik"	0	0	0	0	0	0
"4930405O22Rik"	0	0	1	0	0	0
"4930406D18Rik"	0	0	0	0	0	0
"4930407G08Rik"	0	0	0	0	0	0
"4930407I02Rik"	8	0	0	0	0	0
"4930407I10Rik"	0	0	0	0	0	0
"4930407I19Rik"	0	0	0	0	0	0
"4930412B13Rik"	0	0	0	0	0	0
"4930412C18Rik"	6	2	6	0	0	0
"4930412E21Rik"	0	0	0	0	0	0
"4930412F09Rik"	0	0	0	0	0	0
"4930412M03Rik"	0	0	0	0	0	5
"4930413E15Rik"	0	0	0	0	0	0
"4930413E20Rik"	0	8	3	0	0	0
"4930413F20Rik"	1	0	1	1	1	0
"4930413G21Rik"	0	8	0	0	5	0
"4930413M19Rik"	0	0	0	0	0	0
"4930414F18Rik"	0	0	0	0	0	1
"4930414N06Rik"	0	0	0	0	0	0
"4930417H01Rik"	0	0	0	0	0	0
"4930417O13Rik"	0	0	0	0	0	0
"4930417O22Rik"	0	0	0	0	0	0
"4930419G24Rik"	0	0	0	0	0	0
"4930420G21Rik"	0	0	0	0	0	0
"4930422I22Rik"	0	0	0	0	0	0
"4930422M22Rik"	0	0	2	0	0	1
"4930423B08Rik"	0	0	0	0	0	0
"4930423D24Rik"	0	0	0	0	0	0
"4930423M02Rik"	0	0	0	0	0	0
"4930424E08Rik"	0	0	0	0	0	0
"4930425K10Rik"	0	0	0	0	0	0
"4930425L21Rik"	0	0	0	0	0	0
"4930425O10Rik"	0	0	0	0	0	0
"4930426D05Rik"	86	46	19	203	88	112
"4930426I24Rik"	0	0	0	3	2	0
"4930426L09Rik"	0	0	1	0	0	0
"4930428D20Rik"	0	0	0	0	0	0
"4930428E07Rik"	0	0	0	0	0	0
"4930428G15Rik"	0	0	0	0	0	0
"4930428O21Rik"	0	0	0	0	0	0
"4930429B21Rik"	35	22	6	28	9	12
"4930429C20Rik"	0	0	0	0	0	0
"4930429D17Rik"	0	0	0	3	0	0
"4930429F11Rik"	0	0	0	0	0	0
"4930429F24Rik"	0	1	0	1	0	2
"4930429H19Rik"	0	1	0	0	10	0
"4930429P21Rik"	0	0	0	0	0	0
"4930430E12Rik"	0	0	0	0	0	0
"4930430F21Rik"	0	0	0	0	0	0
"4930430J02Rik"	0	0	0	0	0	0
"4930431F10Rik"	0	0	0	0	0	0
"4930431F12Rik"	0	0	0	0	0	0
"4930431P03Rik"	0	0	0	0	0	0
"4930431P19Rik"	66	27	22	94	70	62
"4930431P22Rik"	0	2	0	0	0	0
"4930432E11Rik"	0	7	0	0	0	0
"4930432J09Rik"	0	0	0	0	0	0
"4930432L08Rik"	0	0	0	0	0	0
"4930432M17Rik"	0	0	0	0	0	0
"4930432O09Rik"	0	0	0	0	0	0
"4930433B08Rik"	0	0	0	0	0	0
"4930433I11Rik"	0	0	0	0	0	0
"4930433N12Rik"	0	0	0	3	0	0
"4930434B07Rik"	0	0	0	0	0	0
"4930434J06Rik"	0	0	0	0	0	0
"4930434J08Rik"	3	0	3	5	6	9
"4930435F18Rik"	0	0	0	0	0	0
"4930437M23Rik"	0	0	0	0	0	0
"4930438A08Rik"	0	1	0	0	0	0
"4930438E09Rik"	0	0	0	0	0	0
"4930439A04Rik"	0	0	3	16	2	9
"4930439D14Rik"	4	4	1	10	2	1
"4930440C22Rik"	0	0	0	0	0	0
"4930440I19Rik"	0	0	0	0	0	0
"4930441H08Rik"	0	0	0	0	0	0
"4930441J16Rik"	0	0	0	0	0	0
"4930442E04Rik"	0	0	0	0	0	0
"4930442J19Rik"	0	0	0	0	0	0
"4930442L01Rik"	0	0	0	0	0	0
"4930443O20Rik"	0	0	0	0	0	0
"4930444A19Rik"	0	0	0	0	0	0
"4930444F02Rik"	0	0	0	0	0	0
"4930444M15Rik"	0	0	0	1	2	0
"4930444P10Rik"	4	2	1	34	15	19
"4930445E18Rik"	0	0	8	0	0	2
"4930445K14Rik"	26	22	26	62	53	61
"4930445N06Rik"	0	0	0	0	0	0
"4930445N08Rik"	0	0	0	0	0	0
"4930445N18Rik"	0	0	0	0	0	0
"4930447A16Rik"	0	0	0	0	0	0
"4930447C04Rik"	16	10	10	4	1	7
"4930447F24Rik"	0	0	0	0	0	0
"4930447J18Rik"	0	0	0	0	0	0
"4930447K03Rik"	0	0	0	0	0	0
"4930447M23Rik"	0	0	1	15	0	0
"4930447N08Rik"	0	0	0	0	0	0
"4930448C13Rik"	0	0	0	0	0	0
"4930448E22Rik"	0	3	13	0	6	15
"4930448F12Rik"	0	0	0	0	0	0
"4930448H16Rik"	0	0	0	0	0	1
"4930448I06Rik"	0	0	0	0	0	0
"4930448I18Rik"	0	0	0	0	0	0
"4930448K20Rik"	0	0	0	0	0	0
"4930449C09Rik"	0	0	0	0	0	0
"4930449E01Rik"	14	3	8	0	2	0
"4930449E18Rik"	0	0	0	0	0	0
"4930449I24Rik"	0	0	0	0	0	0
"4930451E10Rik"	0	0	0	0	0	0
"4930451I11Rik"	0	0	0	0	0	0
"4930452A19Rik"	0	0	0	0	0	0
"4930452G13Rik"	85	37	40	167	93	121
"4930452N14Rik"	0	0	0	0	0	0
"4930453H23Rik"	0	0	0	0	0	0
"4930453L07Rik"	0	0	0	0	0	0
"4930453N24Rik"	920	781	852	551	708	995
"4930455B14Rik"	0	1	0	0	0	1
"4930455C13Rik"	0	0	1	4	0	1
"4930455D15Rik"	0	0	0	0	0	0
"4930455F16Rik"	0	0	0	0	0	0
"4930455G09Rik"	16	4	1	29	17	11
"4930455H04Rik"	0	0	0	0	0	0
"4930455J16Rik"	0	0	0	0	0	0
"4930456A14Rik"	0	0	0	0	0	0
"4930456L15Rik"	0	0	0	1	0	0
"4930458A03Rik"	0	0	0	0	0	0
"4930458D05Rik"	0	5	0	0	4	0
"4930459C07Rik"	0	0	0	0	0	0
"4930459L07Rik"	0	0	0	0	0	0
"4930461C15Rik"	0	0	0	0	0	0
"4930461G14Rik"	0	0	0	0	0	0
"4930463O16Rik"	0	0	0	0	0	0
"4930465K10Rik"	0	13	0	5	0	0
"4930465M20Rik"	0	0	0	0	0	1
"4930467D21Rik"	0	0	0	0	0	0
"4930467J12Rik"	0	0	0	0	0	0
"4930467K11Rik"	0	0	0	0	0	0
"4930469K13Rik"	0	2	0	0	1	3
"4930470B04Rik"	0	0	0	0	0	0
"4930470G03Rik"	0	0	0	3	2	1
"4930470H14Rik"	0	0	0	0	0	0
"4930470O06Rik"	0	0	0	0	0	0
"4930470P17Rik"	0	0	0	0	0	0
"4930471C04Rik"	0	0	0	0	0	0
"4930471E19Rik"	0	0	0	0	0	0
"4930471G03Rik"	0	0	0	0	0	0
"4930471G24Rik"	1	0	0	0	0	0
"4930471L23Rik"	0	0	0	0	0	0
"4930471M09Rik"	3	0	0	0	0	0
"4930473A02Rik"	3	3	0	1	2	2
"4930473H19Rik"	0	0	0	0	0	0
"4930473O22Rik"	0	0	0	0	0	0
"4930474G06Rik"	0	0	0	0	0	0
"4930474H20Rik"	0	0	0	0	0	0
"4930474M22Rik"	2	0	0	0	0	0
"4930474N05Rik"	0	0	0	0	0	0
"4930474N09Rik"	0	0	0	0	0	0
"4930477N07Rik"	0	0	0	0	0	0
"4930478L05Rik"	0	1	19	1	0	1
"4930478P22Rik"	0	0	0	0	0	0
"4930479D17Rik"	0	0	0	3	1	0
"4930479H17Rik"	0	0	0	0	0	0
"4930480E11Rik"	0	0	0	0	0	0
"4930480G23Rik"	0	0	0	0	0	0
"4930480K15Rik"	0	0	0	0	0	0
"4930480K23Rik"	176	201	302	139	83	58
"4930480M12Rik"	0	0	0	0	0	0
"4930481A15Rik"	10	1	0	0	10	2
"4930481B07Rik"	14	29	13	62	30	33
"4930482G09Rik"	0	0	0	0	0	0
"4930483J18Rik"	0	0	0	0	0	0
"4930483K19Rik"	0	0	0	0	0	0
"4930483O08Rik"	0	0	0	0	0	0
"4930484H19Rik"	0	0	0	0	0	0
"4930486F22Rik"	0	0	0	0	0	0
"4930486I03Rik"	0	0	0	0	0	0
"4930486L24Rik"	0	0	0	0	0	0
"4930487D11Rik"	0	0	0	0	0	0
"4930487H11Rik"	0	0	0	0	0	0
"4930488B22Rik"	0	0	0	0	0	0
"4930488L21Rik"	0	0	0	0	0	0
"4930488N24Rik"	4	0	1	0	0	0
"4930500A05Rik"	2	0	0	0	0	0
"4930500F04Rik"	0	0	0	0	0	0
"4930500F10Rik"	0	3	0	9	0	1
"4930500G05Rik"	0	0	1	0	0	0
"4930500H12Rik"	0	0	0	0	0	4
"4930500L23Rik"	0	0	0	0	0	0
"4930502A04Rik"	0	0	0	0	0	0
"4930502C15Rik"	31	6	22	29	10	14
"4930502E09Rik"	0	2	0	0	3	0
"4930503E14Rik"	0	0	0	0	0	0
"4930503E24Rik"	0	0	0	0	0	0
"4930503F20Rik"	0	0	0	0	0	0
"4930503H13Rik"	0	0	0	0	0	0
"4930503L19Rik"	742	713	984	163	170	212
"4930503O07Rik"	0	0	0	0	0	0
"4930504C09Rik"	0	0	0	0	0	0
"4930504D19Rik"	0	0	0	0	0	0
"4930505A04Rik"	0	0	0	1	0	0
"4930505G20Rik"	0	0	0	0	0	0
"4930505K13Rik"	0	0	0	0	0	0
"4930505K14Rik"	0	0	0	0	0	0
"4930505M18Rik"	0	0	0	0	0	6
"4930505N22Rik"	0	0	0	1	0	0
"4930505O20Rik"	0	0	0	0	0	0
"4930506A18Rik"	0	0	0	0	0	0
"4930506C21Rik"	1	0	0	10	1	1
"4930507D05Rik"	0	2	2	1	5	8
"4930507D10Rik"	0	0	0	0	0	0
"4930509E16Rik"	0	2	0	0	4	6
"4930509G22Rik"	6	0	2	1	5	0
"4930509J09Rik"	0	0	0	0	0	0
"4930509K18Rik"	0	0	0	0	0	0
"4930511A02Rik"	0	0	0	0	0	0
"4930511A08Rik"	0	0	0	0	1	2
"4930511E03Rik"	7	3	0	0	0	0
"4930511M06Rik"	0	5	0	0	0	0
"4930512B01Rik"	0	0	0	0	0	0
"4930512H18Rik"	0	0	0	1	3	7
"4930512J16Rik"	1	0	0	0	0	0
"4930512M02Rik"	0	0	0	0	0	0
"4930513D17Rik"	1	2	3	0	0	0
"4930513L16Rik"	0	0	0	0	0	0
"4930513N10Rik"	78	60	53	25	24	82
"4930513O06Rik"	0	0	0	0	0	0
"4930515B02Rik"	0	0	0	0	0	0
"4930515G01Rik"	2	0	0	1	4	2
"4930515G16Rik"	0	0	0	0	0	0
"4930515L03Rik"	0	0	0	0	0	0
"4930515L19Rik"	0	0	0	0	0	0
"4930517E11Rik"	0	0	0	0	0	0
"4930517G24Rik"	0	0	0	0	0	0
"4930517M08Rik"	0	0	0	0	0	0
"4930517O19Rik"	10	0	15	5	1	12
"4930518C04Rik"	9	0	0	0	0	0
"4930518J21Rik"	0	0	0	0	0	0
"4930518P08Rik"	0	0	0	0	0	0
"4930519D14Rik"	0	0	0	0	0	0
"4930519F09Rik"	0	0	0	0	0	0
"4930519F16Rik"	0	0	0	0	0	0
"4930519F24Rik"	0	0	0	0	0	0
"4930519G04Rik"	15	0	0	13	0	0
"4930519H02Rik"	0	0	0	0	0	0
"4930519K11Rik"	0	0	0	0	0	0
"4930519L02Rik"	0	0	0	0	0	0
"4930520E11Rik"	24	26	13	33	23	31
"4930520O04Rik"	51	19	58	1	8	2
"4930520P13Rik"	0	0	0	0	0	0
"4930521E06Rik"	0	0	0	0	0	0
"4930521O11Rik"	0	0	0	0	0	0
"4930521O17Rik"	0	0	0	0	0	0
"4930522H14Rik"	0	0	0	0	0	0
"4930522L14Rik"	288	204	260	304	312	396
"4930522O17Rik"	0	0	0	0	0	0
"4930522P08Rik"	0	8	5	1	1	1
"4930523C07Rik"	442	313	225	687	567	421
"4930523O13Rik"	0	0	0	0	0	0
"4930524B15Rik"	0	1	0	0	7	0
"4930524B17Rik"	0	0	0	0	0	0
"4930524C18Rik"	0	0	0	0	0	0
"4930524J08Rik"	5	12	7	11	13	8
"4930524O05Rik"	0	0	0	0	0	0
"4930524O08Rik"	0	2	0	0	0	0
"4930525C09Rik"	0	0	0	0	0	0
"4930525D18Rik"	0	0	0	0	0	0
"4930525G20Rik"	0	10	14	20	21	7
"4930526F13Rik"	0	0	0	0	0	0
"4930526H09Rik"	0	0	0	0	0	0
"4930526I15Rik"	18	5	4	20	11	12
"4930526L06Rik"	0	0	0	0	0	0
"4930527A07Rik"	0	0	0	0	0	0
"4930527F14Rik"	0	0	0	0	0	0
"4930527G23Rik"	0	0	0	0	0	0
"4930527J03Rik"	0	0	0	0	0	0
"4930528A17Rik"	0	0	3	0	0	2
"4930528D03Rik"	0	0	0	0	0	0
"4930528G23Rik"	0	0	0	0	0	0
"4930528H21Rik"	0	0	0	0	0	0
"4930528P14Rik"	0	0	0	0	0	0
"4930529C04Rik"	0	0	0	0	0	0
"4930529I22Rik"	0	0	0	0	0	0
"4930529K09Rik"	0	0	0	0	0	0
"4930529L06Rik"	0	0	0	0	0	0
"4930529N20Rik"	0	0	0	0	0	0
"4930532I03Rik"	0	0	1	0	0	0
"4930532M18Rik"	0	0	0	0	0	0
"4930533B01Rik"	0	0	0	0	0	0
"4930533I22Rik"	0	0	0	0	0	0
"4930533K18Rik"	0	0	0	0	0	0
"4930533N22Rik"	0	0	0	0	0	0
"4930533P14Rik"	0	0	0	0	0	0
"4930534D22Rik"	0	0	0	0	0	0
"4930534H03Rik"	0	0	0	0	0	0
"4930535L15Rik"	0	0	0	0	0	0
"4930535O05Rik"	0	0	0	0	0	0
"4930538E20Rik"	0	0	0	0	0	2
"4930538L07Rik"	0	0	0	0	0	0
"4930539C22Rik"	0	0	0	0	0	0
"4930539J05Rik"	0	1	0	0	1	2
"4930539M17Rik"	13	26	18	1	12	4
"4930539N22Rik"	0	0	0	0	0	0
"4930540E01Rik"	0	0	0	0	0	0
"4930540M03Rik"	0	0	0	0	0	0
"4930541O19Rik"	0	0	0	0	0	0
"4930542C21Rik"	0	0	0	0	0	0
"4930542D17Rik"	0	0	0	0	0	0
"4930542M03Rik"	0	0	0	0	0	0
"4930542N06Rik"	0	0	1	0	0	0
"4930543D07Rik"	0	0	0	0	0	0
"4930543E12Rik"	0	0	0	8	0	0
"4930543I03Rik"	0	0	0	0	0	0
"4930543I11Rik"	0	0	0	0	0	0
"4930543N07Rik"	0	0	0	0	0	0
"4930544D05Rik"	0	0	0	0	0	0
"4930544F09Rik"	0	0	0	0	0	7
"4930544G11Rik"	0	0	0	0	0	0
"4930544M13Rik"	0	0	0	0	0	0
"4930545E07Rik"	0	0	0	0	0	0
"4930545H06Rik"	0	0	0	0	0	0
"4930545L08Rik"	0	0	0	0	0	0
"4930545L23Rik"	0	0	0	0	0	0
"4930546C10Rik"	0	0	0	0	0	0
"4930546K05Rik"	0	2	1	0	0	0
"4930547E08Rik"	0	0	0	0	0	0
"4930547E14Rik"	0	0	0	2	0	0
"4930547H16Rik"	0	0	0	0	0	0
"4930548G05Rik"	0	0	0	0	0	0
"4930548G14Rik"	0	0	0	0	0	0
"4930548J01Rik"	0	0	0	0	0	0
"4930548K13Rik"	0	0	0	0	0	0
"4930549C15Rik"	0	0	0	0	0	0
"4930549G23Rik"	4	5	5	6	1	4
"4930549P19Rik"	0	0	0	0	0	0
"4930550C14Rik"	24	22	8	41	17	27
"4930550C17Rik"	0	0	0	0	0	0
"4930551E15Rik"	0	0	0	0	0	0
"4930552N02Rik"	0	0	0	0	0	0
"4930552P06Rik"	0	0	0	0	0	0
"4930552P12Rik"	0	0	0	0	0	0
"4930553C11Rik"	0	0	0	0	0	0
"4930553E22Rik"	0	0	0	0	0	0
"4930553J12Rik"	0	0	0	0	0	0
"4930553P18Rik"	0	7	5	0	0	0
"4930554C24Rik"	0	0	0	0	0	0
"4930554G24Rik"	0	0	0	2	0	0
"4930554H23Rik"	0	0	0	0	0	0
"4930554I06Rik"	0	0	0	0	0	0
"4930554P06Rik"	0	0	0	0	0	0
"4930555A03Rik"	0	0	0	0	0	0
"4930555B11Rik"	0	0	0	0	0	0
"4930555B12Rik"	0	0	0	0	0	0
"4930555F03Rik"	0	0	0	0	0	0
"4930555G01Rik"	0	1	0	0	0	0
"4930555G07Rik"	0	0	0	0	0	0
"4930555G21Rik"	0	0	0	0	0	0
"4930555K05Rik"	0	0	0	0	0	0
"4930555K19Rik"	0	0	3	1	0	0
"4930555M17Rik"	0	0	0	0	0	0
"4930556A17Rik"	1	1	2	2	0	0
"4930556C24Rik"	0	0	0	0	0	0
"4930556G01Rik"	0	0	0	0	0	0
"4930556I23Rik"	1	0	2	0	1	0
"4930556J02Rik"	0	0	0	0	0	0
"4930556L07Rik"	0	0	0	0	0	0
"4930556M19Rik"	10	8	15	46	16	33
"4930556N09Rik"	0	0	0	0	0	0
"4930556N13Rik"	0	0	0	0	0	0
"4930557B15Rik"	0	0	0	0	0	0
"4930557F08Rik"	0	0	0	0	0	0
